"predicate_id","mechanism_id","predicate_ordinal_within_mechanism","mechanism_predicate_count","source_clause_id","mechanism_family","jurisdiction_scope","normalized_mechanism","negative_condition","independent_condition_summary","predicate_class","predicate_expression","required_state","failure_state","resolution_policy","status","review_status"
"US-CP-000620","US-CM-000306","1","2","US-AM-ATOM-000092","F7","UNITED-STATES/AMENDMENT-20/EFFECTIVE-DATE","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: Sections 1 and 2 shall take effect on the 15th day of October following the ratification of this article.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","Sections 1 and 2 as affected provisions; effect date is October 15 following ratification","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000621","US-CM-000306","2","2","US-AM-ATOM-000092","F7","UNITED-STATES/AMENDMENT-20/EFFECTIVE-DATE","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: Sections 1 and 2 shall take effect on the 15th day of October following the ratification of this article.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","Sections 1 and 2 as affected provisions; effect date is October 15 following ratification","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000622","US-CM-000307","1","4","US-AM-ATOM-000093","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-20/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of three-fourths of the several States within seven years from the date of its submission.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","inoperative-unless-ratified condition; State-legislature mode; three-fourths threshold; seven-year deadline","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000623","US-CM-000307","2","4","US-AM-ATOM-000093","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-20/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of three-fourths of the several States within seven years from the date of its submission.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","inoperative-unless-ratified condition; State-legislature mode; three-fourths threshold; seven-year deadline","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000624","US-CM-000307","3","4","US-AM-ATOM-000093","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-20/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of three-fourths of the several States within seven years from the date of its submission.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","inoperative-unless-ratified condition; State-legislature mode; three-fourths threshold; seven-year deadline","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000625","US-CM-000307","4","4","US-AM-ATOM-000093","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-20/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by the legislatures of three-fourths of the several States within seven years from the date of its submission.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","inoperative-unless-ratified condition; State-legislature mode; three-fourths threshold; seven-year deadline","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000626","US-CM-000308","1","1","US-AM-ATOM-000094","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-18/REPEAL","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: The eighteenth article of amendment to the Constitution of the United States is hereby repealed.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","single source-bounded independently testable condition represented by the frozen mechanism","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000627","US-CM-000309","1","4","US-AM-ATOM-000095","F5","UNITED-STATES/STATES/INTOXICATING-LIQUOR/STATE-LAW","The Constitution establishes this prohibition, right-protection, or negative constraint: The transportation or importation into any State, Territory, or possession of the United States for delivery or use therein of intoxicating liquors, in violation of the laws thereof, is hereby prohibited.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","transportation-or-importation operation; into covered State/Territory/possession; delivery-or-use purpose; violation of local law","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000628","US-CM-000309","2","4","US-AM-ATOM-000095","F5","UNITED-STATES/STATES/INTOXICATING-LIQUOR/STATE-LAW","The Constitution establishes this prohibition, right-protection, or negative constraint: The transportation or importation into any State, Territory, or possession of the United States for delivery or use therein of intoxicating liquors, in violation of the laws thereof, is hereby prohibited.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","transportation-or-importation operation; into covered State/Territory/possession; delivery-or-use purpose; violation of local law","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000629","US-CM-000309","3","4","US-AM-ATOM-000095","F5","UNITED-STATES/STATES/INTOXICATING-LIQUOR/STATE-LAW","The Constitution establishes this prohibition, right-protection, or negative constraint: The transportation or importation into any State, Territory, or possession of the United States for delivery or use therein of intoxicating liquors, in violation of the laws thereof, is hereby prohibited.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","transportation-or-importation operation; into covered State/Territory/possession; delivery-or-use purpose; violation of local law","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000630","US-CM-000309","4","4","US-AM-ATOM-000095","F5","UNITED-STATES/STATES/INTOXICATING-LIQUOR/STATE-LAW","The Constitution establishes this prohibition, right-protection, or negative constraint: The transportation or importation into any State, Territory, or possession of the United States for delivery or use therein of intoxicating liquors, in violation of the laws thereof, is hereby prohibited.","An action or effect contrary to the source-defined prohibition, protected right, or negative constraint is not constitutionally established under this mechanism.","transportation-or-importation operation; into covered State/Territory/possession; delivery-or-use purpose; violation of local law","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000631","US-CM-000310","1","4","US-AM-ATOM-000096","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-21/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by conventions in the several States, as provided in the Constitution, within seven years from the date of the submission hereof to the States by the Congress.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","inoperative-unless-ratified condition; State-convention mode; constitutional ratification framework; seven-year deadline","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
"US-CP-000632","US-CM-000310","2","4","US-AM-ATOM-000096","F7","UNITED-STATES/CONSTITUTION/AMENDMENT-21/RATIFICATION-TIME-LIMIT","The Constitution establishes this controlled constitutional transition, effectiveness, repeal, or temporal rule: This article shall be inoperative unless it shall have been ratified as an amendment to the Constitution by conventions in the several States, as provided in the Constitution, within seven years from the date of the submission hereof to the States by the Congress.","The constitutional transition, effectiveness, repeal, or temporal effect is not established outside the source-defined trigger, timing, or transition condition.","inoperative-unless-ratified condition; State-convention mode; constitutional ratification framework; seven-year deadline","","","","","","PENDING-SEMANTIC-ADJUDICATION","REVIEW-REQUIRED"
